anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Blood-C,BLOOD-C,TVA,2011,12,COMPLETED,Production I.G,"Saya is a seemingly normal girl living with her father in a shrine. During the day she goes to school and spends time with her friends at a local cafe. But when night falls Saya is called upon to protect her village from strange monsters. 


(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10490-Rqx4jlTOMFWx.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/10490-N8ycOPxYdLda.jpg,3.1,,,Blood-C,BLOOD-C 血战-C,CLAMP,KOTONE Ranmaru,Kadokawa Shoten,COMPLETED,"Kisaragi Saya is a happy, small-town schoolgirl who spends peaceful days with her friends. She mostly hangs out with her friend Yuka, the twins Nono and Nene, and the class rep, who seems to have a crush on her. Saya is also intrigued with a mysterious loner named Tokizane, who always comes to school late. She lives at home with her widowed father, and often eats at the neighboring cafe 'Guimauve,' which is run by the excellent chef and family friend Fumito. Her life may seem very tranquil and happy from the outside, but Saya also secretly wields a mystical sword to defend the town from the 'Old Ones,' monsters who eat people. Lately, Saya is beginning to think that there's a lot more to the situation with the Old Ones than she knows...",https://cdn.mangaupdates.com/image/i527471.jpg,,3.1,,,Action;Drama;Horror;Mature;Mystery;School Life;Shounen;Supernatural,Production I.G,,1,12,1,3,1,12,3,13,애니 시청 후 원작 3권 13화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 3, Chap 12"
,,,,,,,,,,,,,The Dog Diaries,Aku dan Anjingku,Yee Seon,YEE Seon,Naver,COMPLETED,"Dana is a freelance illustrator who feels lonely and stressed out from working all day and doing little else. But this all changes when she is joined by a new four-legged friend: a small Pomeranian puppy called Myeongdong. This cute little pup shows her what unconditional love looks like, and Dana does her best to look after her new pal, too.   
*(Source: Webtoon)*

**Original Webtoon:**  
[Naver Webtoon](https://comic.naver.com/webtoon/list.nhn?titleId=712362), [Naver Series](https://series.naver.com/comic/detail.nhn?productNo=3441871)

**Official Translations:**  
[English](https://www.webtoons.com/en/slice-of-life/the-dog-diaries/list?title_no=3041), [Japanese](https://manga.line.me/product/periodic?id=Z0003156), [T.Chinese](https://www.webtoons.com/zh-hant/heartwarming/the-dog-diaries/list?title_no=6425), [Indonesian](https://www.webtoons.com/id/slice-of-life/aku-dan-anjingku/list?title_no=7326)",https://cdn.mangaupdates.com/image/i441007.jpg,,3.3,,,Drama;Seinen;Slice of Life,,,,,,,,,,,,,
"SING ""YESTERDAY"" FOR ME",イエスタデイをうたって,TVA,2020,12,COMPLETED,Doga Kobo,"A story of love and humanity, following four boys and girls trying to live their best lives through hardship and turmoil, in a small town on a private rail line just outside of Shinjuku. Minor misunderstandings lead to big complications, and their various feelings become entangled.



A story of daily life lived 49% looking back, 51% looking forward.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109020-sRBusiVXbsLH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/109020-TclHkkKtYgcQ.jpg,3.4,,,Yesterday o Utatte,"Sing ""Yesterday"" for Me",Toume Kei,TOUME Kei,Shueisha,COMPLETED,"After college, Rikuo Uozumi, a boy without much ambition in life, takes on a job at a convenience store. The days pass by uneventfully for Rikuo until he meets his former love interest and classmate, but especially thanks to the unusual Haru Nonaka and her pet crow.",https://cdn.mangaupdates.com/image/i314779.jpg,,3.8,,,Drama;Romance;Seinen;Slice of Life,Doga Kobo,,1,12,1,11,1,113,11,114,애니 시청 후 원작 11권 114화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 11, Chap 113"
Fruits Basket,フルーツバスケット,TVA,2001,26,COMPLETED,Studio DEEN,"Tohru Honda is 16 year old orphaned girl who gets invited to live in the house of her classmate, the handsome boy Sohma Yuki, and his cousins, 16 year old Kyo and 27 year old Shigure. However, these young men and parts of the rest of their family (both close and distant) hold a curse; if they are hugged by the opposite gender, they transform into animals of the Chinese Zodiac. Everyday is an adventure for sweet Tohru, as she gets to know everyone in the large family better (especially Yuki and Kyo), in both common and bizarre situations. But, the Sohma Family curse is certainly no laughing matter... it also holds horrible cruelty and heartbreak.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120-Z5i1sw1xboQP.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/120-PautbsS8uEAe.jpg,3.8,,,Fruits Basket,Fruba,TAKAYA Natsuki,TAKAYA Natsuki,Hakusensha,COMPLETED,"From Yen Press:

After a family tragedy turns her life upside down, plucky high schooler Tohru Honda takes matters into her own hands and moves out into a tent! Unfortunately for her, she pitches her new home on private land belonging to the mysterious Sohma clan, and it isn't long before the owners discover her secret. But, as Tohru quickly finds out when the family offers to take her in, the Sohmas have a secret of their own. When touched by the opposite sex, they turn into the animals of the Chinese Zodiac. 

**Official Japanese:**  
[Manga Park](https://manga-park.com/title/4), [Mechacomic](https://mechacomic.jp/books/67389), [Piccoma](https://piccoma.com/web/product/5888?etype=episode)

Note: Won the 2001 Kodansha Manga Award in the shoujo manga category and the ""Best Manga"" award at the 2007 American Anime Awards.",https://cdn.mangaupdates.com/image/i529156.jpg,,4.3,,,Comedy;Drama;Romance;School Life;Shoujo;Supernatural;Slice of Life,Studio DEEN,,1,26,1,7,1,38,7,39,애니 시청 후 원작 7권 39화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (2001/S1)  / Vol 6, Chap 36 (S2) / Vol 17, Chap 98 (S3) / 종료: Vol 7, Chap 38 (2001) / Vol 6, Chap 35 (S1) / Vol 17, Chap 97 (S2 + Prelude Movie) / Vol 23, Chap 136 (S3) S3 skips Chap 110, 112-113, 133 & abridged others"
,,,,,,,,,,,,,100-man no Inochi no Ue ni Ore wa Tatte Iru,100万の命の上に俺は立っている,YAMAKAWA Naoki,NAO Akinari,Kodansha,ONGOING,"From Kodansha:  
Ninth grader Yusuke Yotsuya is practical, friendless, and not active in any clubs. Then one day, he and two female classmates are suddenly sent to another world where they must work together to battle for their lives. Yotsuya is a lone wolf and has always lived his life according to his wants, but how will that work out now that he's supposed to be a hero? Get ready for a one-of-a-kind fantasy story that will challenge everything you thought you knew about fantasy.

Official Translation: [Azuki](https://www.azuki.co/series/im-standing-on-a-million-lives), [INKR](https://inkr.com/title/780)",https://cdn.mangaupdates.com/image/i515530.jpg,,3.4,,,Action;Adventure;Drama;Fantasy;Mature;Shounen,,,,,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 3, Chap 13 (S2) / 종료: Vol 3, Chap 12 (S1) / Vol 6, Chap 25, Ep 7./ Ep 8-12 web novel (S2)"
Kaiji - Against All Rules,逆境無頼カイジ 破戒録篇,TVA,2011,26,COMPLETED,MADHOUSE,"Several months after the events of the first season, Kaiji, with his appendages reattached and his debt now run up to 9.5 million yen, is still desperately seeking the elusive big score that will cancel all of his markers. Unbeknownst to him, Hyodo’s company, the Teiai Corporation, is actively searching for Kaiji, and have sent Kaiji’s old “friend” Endoh, who entered him in the high stakes games in the past, to find him. 


The two meet when Kaiji chances to walk in front of Endoh’s car at a stop light, and thinking that he has found the answer to his prayers, Kaiji gets in the car with him. While Kaiji and Endoh are “happy” to see one another, and both want to see Kaiji’s debt repaid, their means to that goal couldn’t be more different.


Instead of leading Kaiji to the big score, Endoh delivers him drugged and docile to the Teiai Corporation’s secret underground labor camp where Kaiji will have an opportunity to repay his debt… with 15 years of hard labor. 


(Source: Sea Slugs)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx10271-Aep4woDDbXdU.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/10271-ecaOzC2DntBL.jpg,4.1,,,Kaiji,カイジ,HIMEKAWA Akira,HIMEKAWA Akira,,ONGOING,"Once upon a time, a village was burned to the ground without a trace in a war that took place on the western outskirts of the Ming Dynasty (today's China). In the burnt field, where no one was expected to survive, a boy lived. His name was Kaiji. He was wandering around with his tiger Bagi when he was picked up by a man named Garyuusai, and together, they traveled to Japan. Over the next few years, with no memory of his time in Ming China, Kaiji was taught the skills of an assassin by Garyuusai and became a member of the Shadow Dragons. However, as he repeats this assassination business, Kaiji gradually begins to have doubts about his days of killing, and suddenly a fragment of his lost past memory comes back to him! This is the epic story of Kaiji, the shadowy assassins in the world of warring states!",https://cdn.mangaupdates.com/image/i234238.jpg,,,,,Action;Historical;Shounen;Psychological;Thriller,MADHOUSE,,1,26,,,,,,,,,
,,,,,,,,,,,,,Somali to Mori no Kami-sama,Somali and the Forest Spirit,GUREISHI Yako,GUREISHI Yako,Tokuma Shoten,ONGOING,"The world is ruled by spirits, goblins and all manner of strange creatures. Human beings are persecuted, to the very point of extinction. One day, a golem and a lone human girl meet. This is a record of the pair; one a member of a ruined race, the other a watchman of the forest. It tells of their travels together, and of the bond between father and daughter.

*Discontinued in December 2020 due to the author's worsening health. Even after recovering the author is unable to continue the manga without financial aid.*",https://cdn.mangaupdates.com/image/i289927.jpg,,4.0,,,Adventure;Drama;Fantasy;Seinen;Slice of Life,,,,,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 6, Chap 31 With changes"
Armed Girl's Machiavellism,武装少女マキャヴェリズム,TVA,2017,12,COMPLETED,SILVER LINK.,"Originally, Aichi Coexistence Private Academy was an all-girls school for privileged young ladies until it was decided that it would become co-ed. The fearful girls were permitted to bring weapons to protect themselves, and then a vigilante group was established called the “Supreme Five Swords."" When rebellious Nomura Fudou is sent to the academy, he is given two options: act and dress like a girl or be expelled!



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21851-WCBWT6fLgh5z.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21851-WlOu4rhpbflw.jpg,3.3,,,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,KUROKAMI Yuuya,KANZAKI Karuna,Kadokawa Shoten,COMPLETED,"The Private Aichi Symbiosis Academy was originally a high school for high-class girls, when it became co-ed, the girls, out of fear, asked to be permitted to bring weapons to school. When that was enforced, a five-member vigilante corps-like organization called the ""Supreme Five Swords"" was also formed. After many generations, the five swords eventually became a group that corrected problematic students and the academy started proactively accepting such students in order to correct them. Nomura Fudou was sent to that school after being part of a huge brawl, what will he do when the only options he has after enrolling are being expelled from that school too or being corrected the way the rest of the male students there were by being forced to dress and act like girls!",https://cdn.mangaupdates.com/image/i391846.jpg,,3.5,,,Action;Comedy;Ecchi;Harem;Romance;School Life;Shounen,SILVER LINK.,,1,12,1,6,1,30,6,31,애니 시청 후 원작 6권 31화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 6, Chap 30"
Dead Mount Death Play,デッドマウント・デスプレイ,TVA,2023,12,COMPLETED,GEEKTOYS,"As a legendary hero nears victory against a necromancer known as The Corpse God, things take an unexpected turn with the dark sorcerer’s final gambit—reincarnation magic. This last-ditch effort catches the brave fighter off guard, and now he’s a boy named Polka Shinoyama in a whole new world! The showdown between good and evil just got epic.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx157198-LVZ7PgxWwc6v.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/157198-r9fj9TCgURuu.jpg,3.6,,,Dead Mount Death Play,デッドマウント・デスプレイ,NARITA Ryougo,FUJIMOTO Shinta,Square Enix,ONGOING,"From Yen Press:  

It's a showdown for the ages as the legendary hero takes on the corpse god necromancer but when the dust settles something isn't quite right. In the final moments of their epic confrontation, the corpse god's final gambit shot was wholly unexpected reincarnation magic! Across space and time, a boy named Polka Shinoyama awakens feeling not quite himself. Who could've expected that the climactic battle between good and evil would turn out like this?

[Official English](https://yenpress.com/series/dead-mount-death-play)",https://cdn.mangaupdates.com/image/i522333.jpg,,3.8,,,Action;Comedy;Drama;Ecchi;Fantasy;Mature;Seinen;Supernatural;Thriller,GEEKTOYS,,1,12,1,10,1,81,10,82,애니 시청 후 원작 10권 82화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (Cour 1)
 / 종료: Vol 10, Chap 81 (Cour 2)"
Noblesse,NOBLESSE -ノブレス-,TVA,2020,13,COMPLETED,Production I.G,"For 820 years he had slumbered with no knowledge of mankind's advancement and scientific progress. The land which he once knew has become an unfamiliar place with new technology, attitudes, and lifestyles. Upon awakening, Cadis Etrama Di Raizel (aka Rai), seeks to familiarize himself with this era. He locates a loyal servant of his, Frankenstein, who is currently the principal of a South Korean High School. Rai decides that this school is the perfect place to help him learn about the modern world, enrolls, and begins associating with a group of good-natured students in order to 'blend in'. But this new world is no safer than the old; and the dignified, bewildered, technologically inept Rai finds himself embroiled in adventures both ridiculous and dangerous.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx116005-yfngIe9aBaJw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/116005-FYXJaCyKRX9j.jpg,3.3,,,Noblesse,Asiller,Son JeHo,Lee Gwang-Su,Futabasha,COMPLETED,"Rai wakes up from an 820-year-long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions.""

**Original Webtoon:**  
[Naver Webtoon](http://comic.naver.com/webtoon/list.nhn?titleId=25455), [Naver Series](https://m.series.naver.com/comic/detail.series?productNo=2123296)

**Official Translation:**  
[English](http://webtoons.com/episodeList?titleNo=87), [S.Chinese](http://dongmanmanhua.cn/FANTASY/noblesse/list?title_no=231), [Spanish](https://www.webtoons.com/es/action/noblesse/list?title_no=1790), [Thai](https://www.webtoons.com/th/fantasy/noblesse/list?title_no=324), [Indonesian](https://www.webtoons.com/id/fantasy/noblesse/list?title_no=442), [T.Chinese](https://www.webtoons.com/zh-hant/fantasy/noblesse/list?title_no=151&page=1), [Japanese](https://manga.line.me/product/periodic?id=Z0000233&t=1652010174276)",https://cdn.mangaupdates.com/image/i346107.png,,4.3,,,Action;Comedy;Drama;School Life;Shounen;Supernatural,Production I.G,,1,13,1,1,1,92,1,93,애니 시청 후 원작 1권 93화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (Awakening ONA) / Vol 1, Chap 93 (2020) / 종료: Vol 1, Chap 92 (Awakening ONA) / Vol 3, Chap 200 (2020) Both seasons are heavily abridged"
Real Girl,3D彼女 リアルガール,TVA,2018,12,COMPLETED,Hoods Entertainment,"Hikari Tsutsui has never been popular, his one real friend is an even worse otaku than he is, and the only girls he's known are the two-dimensional women from his manga and video games. Until, that is, he's sent to help clean the pool as punishment and is partnered with the school's resident ""bad girl"", the very real, very three-dimensional Iroha Igarashi. Brash, beautiful, and known for her promiscuous behavior, Iroha is loathed by other girls but loved by the guys. And yet, inexplicably, she not only seems to be interested in Hikari, but proposes that they enter into a relationship! Unable to resist, Hikari agrees, but there's one big catch - Iroha's moving away in six months, so no matter what happens between them, in half a year Hikari's guaranteed to lose his REAL GIRL!



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx100526-Hw6U34Hw2TDb.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/100526-the6isOYqR8S.jpg,3.2,,,Real Girl,3D Girlfriend,NANAMI Mao,NANAMI Mao,Kodansha,COMPLETED,"Hikari Tsutsui (a.k.a “Tsuttsun”) is a high school student who is content with his virtual life of anime and video games. One day, he gets stuck cleaning the pool with Iroha, a real live girl who is stylish, sassy and known to be easy with boys… and she aggressively approaches him! 

Tsuttsun, who has few friends and lives in his own world, finds himself smitten by the confident and wild Iroha… and his whole world is turned upside down!! It’s the awkward and pure love story of a boy who experiences relationship for the first time.

*Note:*  
The series originally ended with 12th volume, but with the anime adaptation, the author released an extra chapter (bangai-hen). The chapter was published as 13th volume in 2017 digitally only. It is not a proper volume, and Kodansha Comics didn't publish this chapter in English.

**Official English Release:** [Azuki](https://www.azuki.co/series/real-girl), [INKR](https://inkr.com/title/797), [Kodansha](https://kodansha.us/series/real-girl/)",https://cdn.mangaupdates.com/image/i493673.jpg,,3.7,,,Comedy;Drama;Romance;School Life;Shoujo;Slice of Life,Hoods Entertainment,,1,12,1,6,1,21,6,22,애니 시청 후 원작 6권 22화부터,,"[MangaUpdates] 애니화 시작: Vol 1,Chap 1 (S1) / Vol 6, Chap 22 (S2) / 종료: Vol 6 ,Chap 21 (S1) / Vol 12, Chap 47 (S2) - Skip epilogue"
Kateikyoushi Hitman REBORN!: Mr. Rebokku no Ciao Ciao Interview,家庭教師ヒットマンREBORN! ミスターリボックのちゃおちゃおインタビュ,OVA,2010,3,COMPLETED,Artland,"KHR: Mr. Rebokku no Ciao Ciao Interview is set of 3 DVD specials in which, Reborn, dressed as host interviews various characters selected by a wheel.


Episode #1

Features Reborn as Host, and Tsunayoshi, Gokudera and Xanxus as guests.


Episode #2

Features Reborn as Host, and Hibari, Belphegor and Dino as guests.


Episode #3

Features Reborn as Host, and, differently than before, four characters which are Byakuran, Mukuro, Squalo and Yamamoto.


(Source: Katekyo Hitman Reborn! FC)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9023.jpg,,3.2,,,Kateikyoushi Hitman Reborn!,Gia sư Hitman Reborn!,Amano Akira,AMANO Akira,Shueisha,COMPLETED,"Tsuna comes home one day, only to be greeted by a little baby mafioso who apparently is his new home tutor. His job is to guide Tsuna into his role as the 10th Boss of the Vongola mafia family. With the help of all his new friends and an array of special items such as the ""Dying Will Bullet"", he might just be able to do it.",https://cdn.mangaupdates.com/image/i207532.jpg,,4.0,,,Action;Adventure;Comedy;Drama;School Life;Shounen;Supernatural,Artland,,1,3,1,30,1,282,30,283,애니 시청 후 원작 30권 283화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (2006 S1) / 종료: Vol 30, Chap 282 (2010 S9)"
,,,,,,,,,,,,,Dragon Ball Z dj - Moebon Ball,Dragon Ball Z dj - Moebon Ball Aratame,Anthology,,,ONGOING,"Vegeta x Bulma multi-artist doujinshi anthology

**V1. Moebon Ball Kai**:

• Oniyuri's section:  
Reprinted in [Sairoku Hon 3 Ver. VegeBul R18](http://www.mangaupdates.com/series.html?id=168681)


**V2. Moebon Ball Aratame** ([color=red]Not scanlated[/color])

• Oniyuri's section:  
Reprinted in [Sairoku Hon 3 Ver. VegeBul R18](http://www.mangaupdates.com/series.html?id=168681)",https://cdn.mangaupdates.com/image/i102001.png,,3.2,,,Adult;Comedy;Doujinshi;Smut,,,,,,,,,,,,,
Wistoria: Wand and Sword,杖と剣のウィストリア,TVA,2024,12,COMPLETED,Actas,"A hard-working boy named Will enters a magic academy in hopes of becoming a great sorcerer. Unfortunately, there's a fatal flaw in his plan: he lacks the ability to use magic. Amid the cold stares of his classmates and instructors, Will feels discouraged at times, but he presses forward with unwavering determination. He can't use a wand, but he can wield a sword in his battle to reach the top of a magic-dominated world. He just needs to believe in his own unique strengths and remember the promise he made with someone precious to him...



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx174576-tpKcHG0eO6CS.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/174576-6stJnscy5rCi.jpg,4.0,,,Tsue to Tsurugi no Wistoria,Wistoria Bản Hùng Ca Kiếm Và Pháp Trượng,OOMORI Fujino,AOI Toshi,Kodansha,ONGOING,"RISE OF THE NO-TALENT

Will Serfort dreams of keeping his promise to a childhood friend by becoming a Magia Vander, one of the mighty magicians who sit atop the Wizard’s Tower. However, he is unable to cast even the simplest of spells, leaving him to fight dungeon monsters to earn credits at Regarden Magical Academy. As if that weren’t enough, he finds himself putting his sword skills to the test against a bullying professor!

*Source: KODANSHA USA, Vol. 1*

**Original Manga:** [Comic DAYS](https://comic-days.com/episode/14079602755492034820), [Kodansha Comics](https://www.kodansha.co.jp/comic/products/0000349822), [Magazine@pixiv](https://comic.pixiv.net/magazines/124), [Pocket Shonen Magazine](https://pocket.shonenmagazine.com/title/01271/episode/314731), [Shonen Magazine](https://shonenmagazine.com/special_page/wistoria/) | [Mechacomic](https://mechacomic.jp/books/143157), [Piccoma](https://piccoma.com/web/product/61140?etype=episode)

**Official English Translation:** [Coolmic](https://coolmic.me/titles/6781), [INKR](https://comics.inkr.com/title/3642-wistoria-wand-and-sword), [K Manga](https://kmanga.kodansha.com/title/10016/episode/322320), [Kodansha](https://kodansha.us/series/wistoria-wand-and-sword/), [Mangaplaza](https://mangaplaza.com/title/0303007874/), [Omoi](https://www.omoi.com/series/wistoria-wand-and-sword)",https://cdn.mangaupdates.com/image/i525669.jpg,,3.4,,,Action;Adventure;Drama;Fantasy;Romance;School Life;Shounen;Comedy,Actas,,1,12,1,5,1,19,5,20,애니 시청 후 원작 5권 20화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 5, Chap 20 (S2) / 종료: Vol 5, Chap 19 (S1)"
Kids on the Slope,坂道のアポロン,TVA,2012,12,COMPLETED,Tezuka Productions,"The beginning of summer, 1966. 


Because of his father's job situation, freshman high school student Kaoru Nishimi moves by himself from Yokosuka to Kyushu to live with relatives. Until then, Kaoru was an honor roll student who tended to keep to himself, but meeting notorious bad boy Sentaro Kawabuchi starts to change him. Through his devil-may-care classmate, Kaoru learns the attractions of jazz and finds the first person he can call a ""friend"". He also discovers how much fun it is to play music with a pal. 


Other characters include Sentaro's kind childhood chum, Ritsuko, who is the daughter of a record shop owner; the mysterious upperclassman, Yurika; and Brother Jun, the much-admired leader among their peers. Set against the backdrop of a seaside town with a scent of American culture, this series is a drama about young people coming into their own, crossing each other's paths, and finding friendship, love, and music! 


(Source: Official Website)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12531-m8q2U1lA6V90.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/12531-S7FaZwnZPCWQ.jpg,4.0,,,Sakamichi no Apollon,Apollon On The Slope,KODAMA Yuki,KODAMA Yuki,Shogakukan,COMPLETED,"Nishimi Kaoru has moved from city to city and school to school because of his father’s job, so having his first day at a new school was just routine for him. Being intellectual in addition to being a transfer student all the time, he has always been seen as an outcast. All he has had to do was bear it as usual until the next time he moved. But things were slightly different this time. First, he started to get close to the class president, Mukae Ritsuko, and secondly, unlikely as it seemed, he grew closer to Kawabuchi Sentaro. Sentaro was infamous for getting into fights, skipping class and was an overall bad boy. Strangely enough, the three of them find common ground in music, namely jazz, and Kaoru finds himself actually enjoying the new town.

Vol 10 published as *Sakamichi no Apollon - Bonus Track*. 

**Original:** [Flower Comics](https://flowercomics.jp/title/2273), [Shogakukan Comic](https://shogakukan-comic.jp/book?jdcn=091316700000d0000000) | [Mechacomic](https://mechacomic.jp/books/46872), [Piccoma](https://piccoma.com/web/product/6124?etype=episode)

##### Note: Won the 57th Shogakukan Manga Award for general manga.",https://cdn.mangaupdates.com/image/i127706.png,,4.3,,,Drama;Historical;Josei;Romance;School Life;Slice of Life;Music,Tezuka Productions,,1,12,1,9,1,45,9,46,애니 시청 후 원작 9권 46화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 9, Chap 45 Heavily abridged, Skips Vol 10"
After the Rain,恋は雨上がりのように,TVA,2018,12,COMPLETED,WIT STUDIO,"Akira Tachibana was once the ace of a track club, but an injury forced her to quell her passion for sports. Masami Kondou, a divorced father, had ambitions of being a writer and now manages a restaurant, where Akira works. It is the intersection of Akira and Masami’s seemingly disconnected lives that makes each of them reconsider and redefine everything about themselves.



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx98385-GYmOoxtwWVhz.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n98385-fyGWkx3FbZSh.jpg,3.6,,,After the Rain,Ame no Ato.,Tomomimi Shimon,Tomomimi Shimon,Akaneshinsha,COMPLETED,"A guy offers to hold an umbrella for his senpai whom he has a crush on. On the way home, a car splashes water on him so the girl lets him come into her house to get cleaned up.",https://cdn.mangaupdates.com/image/i127896.png,,3.3,,,Adult;Hentai;Drama;Romance;Slice of Life,WIT STUDIO,,1,12,,,,,,,,,
,,,,,,,,,,,,,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Accelerator,A Certain Scientific Accelerator,KAMACHI Kazuma,YAMAJI Arata,Media Works,COMPLETED,"From Seven Seas:  
Welcome to a world where mysticism and science collide, and supernatural powers are derived from either science or religion. At the heart of this world is Academy City, an advanced metropolis whose population is comprised mostly of students. The majority of students are enrolled in the city’s “Power Curriculum Program,” where they must learn to master their latent psychic powers.",https://cdn.mangaupdates.com/image/i323802.jpg,,3.7,,,Action;Drama;Fantasy;Mystery;Sci-fi;Shounen;Supernatural,,,,,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 7, Chap 37"
WIND BREAKER,WIND BREAKER,TVA,2024,13,COMPLETED,CloverWorks,"Where the average scores are the lowest, but the fights are the strongest. Furin High School is renowned as a super school of delinquents. Haruka Sakura, a first-year student, came from outside the city to fight to the top. However, Furin High School has become a group that protects the town called the “Chime of the Wind Breaker” – Bofurin. The heroic legend of high school delinquent Sakura begins here!



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163270-wboZJp0ybwVK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/163270-fcjrqp3iKWdb.jpg,3.9,,,Wind Breaker,Ветролом (вебтун),Jo Yong Seok,Jo Yong Seok,JYS Production,ONGOING,"Jay's the perfect student. He's got straight As and he's the student body president. But after being coerced into joining the school's biking team, the Hummingbird Crew, he discovers a whole new world outside of studying. What new adventures will he face outside the comfort of his textbooks?

**Original Webtoon:**  
~~[Naver Webtoon](https://comic.naver.com/webtoon/list.nhn?titleId=602910), [Naver Series](https://series.naver.com/comic/detail.nhn?productNo=2146042)~~

**Official Translations:**  
~~[English](https://www.webtoons.com/en/sports/wind-breaker/list?title_no=372), [Japanese](https://manga.line.me/product/periodic?id=Z0000947), [S.Chinese](https://www.dongmanmanhua.cn/CAMPUS/wind-breaker/list?title_no=252), [T.Chinese](https://www.webtoons.com/zh-hant/drama/wind-breaker/list?title_no=169), [Indonesian](https://www.webtoons.com/id/drama/wind-breaker/list?title_no=3228), [Thai](https://www.webtoons.com/th/drama/wind-breaker/list?title_no=590), [French](https://www.webtoons.com/fr/sports/wind-breaker/list?title_no=7452)~~",https://cdn.mangaupdates.com/image/i511124.jpg,,4.1,,,Action;Comedy;Drama;School Life;Shounen;Sports,CloverWorks,,1,13,,,,,,,,,
,,,,,,,,,,,,,Yoru no Namae o Yonde,Call the Name of the Night,MITSUBOSHI Tama,MITSUBOSHI Tama,Enterbrain,COMPLETED,"Deep in the forest, a curious pair reside: a young girl Mira, whose affliction leads her to call forth darkness whenever she’s in distress; and her physician Rei, determined to seek a cure. Each day, she works to remember the light and bring back the person she used to be. But a sudden visit from Rei’s friend, who harbors an interest in Mira’s illness may be end of their peaceful days… (Yen Press)",https://cdn.mangaupdates.com/image/i493537.jpg,,3.3,,,Fantasy;Romance;Seinen;Slice of Life,,,,,,,,,,,,,
